indice,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
1332,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2018-06-25 19:26:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-06-25,800,800,0,2,23,5
1334,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2016-01-25,2015-05-12,2015-12-29 08:27:00,2015-01-01,2015-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2015,1,20151,2016/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2015-12-29,1480,1480,0,4,25,1
1336,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,28,1
1337,Formados,Acaraú,Fora do prazo,20182,Fic,Básico,Regular,Acaraú,7275,111022,2019-05-22,2018-11-26,2019-10-18 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,20,2
1339,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Marco,4017,11400,2018-06-04,2017-11-16,2019-11-08 15:42:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2021/1,"L1 Esc Publica, Renda<1.5sm",M,Regular,E,Não Retida,2019-11-08,2960,2960,0,8,21,5
1340,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1480,1480,0,4,22,2
1344,Formados,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Itarema,7274,111021,2018-11-26,2018-06-12,2019-05-09 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2018,1,20181,2018/2,Não possui,M,Regular,E,Não Retida,2019-05-09,160,160,0,2,25,2
1346,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Itapipoca,4017,11400,2019-10-31,2019-05-22,2019-07-11 17:33:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2019,1,20191,2022/2,Ampla Concorrência,F,Regular,E,Não Retida,2019-07-11,2960,2960,0,8,28,1
1347,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-29,1320,1320,0,4,23,1
1348,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Itarema,12166,11401,2019-05-22,2018-11-26,2019-02-14 09:16:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-02-14,3440,3200,240,8,21,1
1349,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Cruz,5929,11203,2019-05-22,2018-11-26,2019-10-18 00:00:00,2017-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2017,3,20182,2018/1,Ampla Concorrência,F,Educação Profissional,M,Retida,2019-10-18,800,800,0,2,24,4
1350,Formados,Acaraú,Dentro do prazo,20162,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2017-04-13 00:00:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2017-04-13,160,160,0,2,31,1
1352,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-05-15,2016-11-16,2017-05-12 15:37:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,23,2
1354,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1480,1480,0,4,25,2
1358,Evadidos,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-06-04,2017-11-16,2017-12-29 10:07:00,2016-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2016,3,20172,2019/2,Ampla Concorrência,M,Regular,E,Não Retida,2017-12-29,2960,2960,0,8,21,4
1359,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-11-26,2018-06-04,2018-06-12 13:28:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-06-12,1480,1480,0,4,21,1
1360,Retidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2020-04-27,2019-10-31,2018-11-19 00:00:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,7,20192,2017/2,"L6 Esc Publica, Indep. Renda, Raca",F,Educação Profissional,E,Retida,2018-11-19,1080,1080,0,4,26,8
1361,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Bela Cruz,4928,11202,2016-11-16,2016-06-22,2016-07-08 13:17:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2016-07-08,1480,1480,0,4,26,1
1362,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Bela Cruz,12166,11401,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2019-06-14,3440,3200,240,8,21,2
1365,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Itarema,4017,11400,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,24,2
1366,Evadidos,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-20 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-05-20,160,160,0,2,25,1
1371,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,9884,11205,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-07,1240,1240,0,4,25,2
1384,Evadidos,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Paraipaba,4017,11400,2016-11-16,2016-06-22,2016-07-08 13:17:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2016,1,20161,2019/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2016-07-08,2960,2960,0,8,21,1
1388,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-11-26,2018-06-04,2018-12-07 10:27:00,2016-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2016,5,20181,2017/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Retida,2018-12-07,800,800,0,2,27,4
1392,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-05-22,2018-11-26,2019-12-04 12:24:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,1080,1080,0,4,23,3
1395,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,1080,1080,0,4,24,2
1399,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2016-06-22,2016-01-25,2016-02-26 11:13:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Técnico,Subsequente,2015,1,20152,2016/2,"L6 Esc Publica, Indep. Renda, Raca",M,Educação Profissional,E,Não Retida,2016-02-26,1240,1240,0,4,34,2
1400,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7275,111022,2017-11-16,2017-05-22,2017-08-09 14:40:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Preta,35 a 39 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,E,Retida,2017-08-09,160,160,0,2,35,2
1401,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Jovem (<= 19 anos),Parda,15 a 19 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-06-14,1480,1480,0,4,19,2
1404,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-10-31,2019-05-22,2019-10-18 00:00:00,2016-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20191,2018/1,"L6 Esc Publica, Indep. Renda, Raca",F,Educação Profissional,E,Retida,2019-10-18,1080,1080,0,4,22,6
1405,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2017-04-13 00:00:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2016,1,20162,2016/2,Não possui,F,Regular,E,Não Retida,2017-04-13,160,160,0,2,26,2
1406,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-06-14 13:04:00,2018-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Sisu,Licenciatura,2018,3,20191,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,28,3
1409,Retidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2020-04-27,2019-10-31,2018-05-25 00:00:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20192,2017/2,Ampla Concorrência,M,Educação Profissional,E,Retida,2018-05-25,1240,1240,0,4,23,9
1414,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Marco,9894,11205,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,1320,1320,0,4,22,2
1415,Retidos,Acaraú,Fora do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-03-12 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,"L1 Esc Publica, Renda<1.5sm",F,Educação Profissional,E,Não Retida,2019-03-12,800,800,0,2,21,3
1417,Retidos,Acaraú,Fora do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Não Retida,2018-11-19,800,800,0,2,22,4
1423,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-07,1240,1240,0,4,23,2
1424,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Acaraú,4496,11401,2017-11-16,2017-05-15,2017-06-22 16:12:00,2015-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,5,20171,2018/2,"L6 Esc Publica, Indep. Renda, Raca",F,Regular,E,Não Retida,2017-06-22,2940,2860,80,8,24,5
1425,Retidos,Acaraú,Fora do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2020-04-27,2019-10-31,2019-09-16 00:00:00,2015-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2015,9,20192,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Retida,2019-09-16,1480,1480,0,4,23,10
1428,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7276,111023,2016-07-11,2016-02-03,2016-05-27 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,35 a 39 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,39,1
1431,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-05-09 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,24,2
1436,Retidos,Acaraú,Fora do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2018-11-26,2018-06-04,2019-02-22 15:39:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2019-02-22,1240,1240,0,4,25,5
1437,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,1240,1240,0,4,20,2
1438,Retidos,Acaraú,Fora do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2018-11-26,2018-06-04,2019-05-07 14:14:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-07,1320,1320,0,4,27,5
1439,Formados,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2017-11-16,2017-05-15,2019-05-09 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,1240,1240,0,4,22,4
1447,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Marco,4928,11202,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,"L6 Esc Publica, Indep. Renda, Raca",F,Educação Profissional,E,Não Retida,2018-12-27,1480,1480,0,4,23,2
1452,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,9884,11205,2019-10-31,2019-05-22,2019-06-14 13:04:00,2018-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,3,20191,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,1240,1240,0,4,20,2
1453,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-06-04,2017-11-16,2017-12-29 10:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2017-12-29,1240,1240,0,4,28,2
1455,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-29,1320,1320,0,4,25,1
1456,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2017-11-01 00:00:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,33,2
1460,Evadidos,Acaraú,Dentro do prazo,20162,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2019-05-22,2018-11-26,2018-12-27 13:40:00,2016-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,40 a 44 anos,Sisu,Licenciatura,2016,5,20182,2020/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,3200,3200,0,8,43,5
1461,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2017-11-01 00:00:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,"L1 Esc Publica, Renda<1.5sm",F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,25,2
1462,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1240,1240,0,4,25,2
1464,Retidos,Acaraú,Fora do prazo,20181,Subsequente,Técnico,Educação Profissional,Caucaia,4928,11202,2020-04-27,2019-10-31,2018-08-08 09:01:00,2018-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2018,3,20192,2019/2,Não possui,M,Educação Profissional,I,Não Retida,2018-08-08,1480,1480,0,4,32,5
1466,Evadidos,Acaraú,Dentro do prazo,20152,Licenciatura,Graduação,Regular,Acaraú,4496,11401,2018-11-26,2018-06-04,2018-06-25 19:26:00,2015-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Sisu,Licenciatura,2015,7,20181,2019/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-06-25,2940,2860,80,8,31,6
1472,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-27 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,31,1
1474,Formados,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-11-16,2017-05-15,2018-05-16 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-05-16,800,800,0,2,21,2
1476,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Sisu,Licenciatura,2019,1,20191,2022/2,Ampla Concorrência,F,Regular,E,Não Retida,2019-05-29,2960,2960,0,8,30,1
1480,Formados,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Acaraú,12167,11401,2018-06-04,2017-11-16,2018-06-20 00:00:00,2016-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Sisu,Licenciatura,2016,3,20172,2019/2,Ampla Concorrência,F,Regular,F,Não Retida,2018-06-20,3120,3120,0,8,29,4
1481,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2018-12-27 13:40:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,2960,2960,0,8,20,2
1482,Formados,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Bela Cruz,7276,111023,2018-11-26,2018-06-12,2019-05-09 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2018,1,20181,2018/2,Não possui,F,Regular,E,Não Retida,2019-05-09,160,160,0,2,22,2
1486,Retidos,Acaraú,Fora do prazo,20152,Licenciatura,Graduação,Regular,Bela Cruz,4496,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2015-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,9,20192,2019/1,Ampla Concorrência,F,Regular,E,Retida,2018-11-19,2860,2860,0,8,24,9
1488,Retidos,Acaraú,Fora do prazo,20151,Licenciatura,Graduação,Regular,Bela Cruz,4017,11400,2020-04-27,2019-10-31,2018-11-19 00:00:00,2015-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,9,20192,2018/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Retida,2018-11-19,2960,2960,0,8,22,10
1491,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,23,2
1492,Evadidos,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2019-05-22,2018-11-26,2019-12-04 12:24:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,800,800,0,2,20,3
1494,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Marco,4017,11400,2018-11-26,2018-06-04,2018-12-07 10:44:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,3,20181,2021/1,Ampla Concorrência,F,Regular,P,Não Retida,2018-12-07,2960,2960,0,8,22,2
