indice,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
1836,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2019-10-31,2019-05-22,2019-12-04 12:24:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,1320,1320,0,4,22,2
1837,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,800,800,0,2,20,2
1838,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-27,1480,1480,0,4,20,2
1842,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2016/2,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,22,3
1843,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Marco,4017,11400,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,35 a 39 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L5 Esc Publica, Indep. Renda",F,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,38,2
1849,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-06-04,2017-11-16,2018-12-07 11:05:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2021/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-07,2960,2960,0,8,21,2
1855,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,9884,11205,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2018-12-07,1240,1240,0,4,26,2
1856,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2016-06-22,2016-01-25,2016-02-26 14:51:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Técnico,Subsequente,2015,1,20152,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2016-02-26,1240,1240,0,4,23,2
1859,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,Ampla Concorrência,F,Educação Profissional,M,Não Retida,2019-05-29,1480,1480,0,4,26,1
1861,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Marco,9894,11205,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,"L6 Esc Publica, Indep. Renda, Raca",M,Educação Profissional,E,Não Retida,2018-12-27,1320,1320,0,4,23,2
1863,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Morrinhos,4017,11400,2019-05-22,2018-11-26,2019-02-13 10:36:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L6 Esc Publica, Indep. Renda, Raca",F,Regular,E,Não Retida,2019-02-13,2960,2960,0,8,20,1
1871,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Itarema,4017,11400,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,20 a 24 anos,Sisu,Licenciatura,2019,1,20191,2022/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-05-29,2960,2960,0,8,22,1
1879,Evadidos,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-07,800,800,0,2,23,2
1880,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2015-05-12,2016-01-25,2016-02-26 15:23:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2015,1,20152,2018/2,"L6 Esc Publica, Indep. Renda, Raca",F,Regular,E,Não Retida,2016-02-26,2960,2960,0,8,23,2
1884,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2020-04-27,2019-10-31,2019-12-04 12:24:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20192,2017/2,Ampla Concorrência,M,Educação Profissional,E,Retida,2019-12-04,1240,1240,0,4,22,8
1888,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,22,2
1889,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2019-05-22,2018-11-26,2018-12-27 13:40:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-27,800,800,0,2,22,2
1898,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2019-05-22,2018-11-26,2018-12-04 13:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-04,1240,1240,0,4,21,1
1903,Evadidos,Acaraú,Dentro do prazo,20162,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2016-11-11 00:00:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,40 a 44 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2016-11-11,160,160,0,2,44,1
1905,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2017-05-15,2016-11-16,2016-11-21 16:37:00,2015-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Amarela,20 a 24 anos,Seleção Técnico,Subsequente,2015,3,20162,2016/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Não Retida,2016-11-21,1240,1240,0,4,24,4
1910,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,800,800,0,2,20,2
1915,Evadidos,Acaraú,Fora do prazo,20182,Fic,Básico,Regular,Acaraú,7274,111021,2019-11-04,2019-05-22,2019-05-27 00:00:00,2018-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2018,3,20191,2019/1,Não possui,M,Regular,E,Retida,2019-05-27,160,160,0,2,26,2
1918,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,1480,1480,0,4,23,2
1919,Evadidos,Acaraú,Dentro do prazo,20162,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2019-05-22,2018-11-26,2018-12-20 16:59:00,2016-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2016,5,20182,2020/1,Não possui,F,Regular,E,Não Retida,2018-12-20,3200,3200,0,8,22,5
1920,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,9894,11205,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-27,1320,1320,0,4,23,2
1921,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2018-06-04,2017-11-16,2017-12-29 10:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,1240,1240,0,4,22,2
1924,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-01-25,2015-05-12,2015-12-29 08:27:00,2015-01-01,2015-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2015,1,20151,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,M,Não Retida,2015-12-29,1480,1480,0,4,23,1
1927,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,1240,1240,0,4,21,2
1929,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2016-11-16,2016-06-22,2017-06-22 15:24:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-06-22,1240,1240,0,4,28,3
1933,Evadidos,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2019-05-22,2018-11-26,2019-12-04 12:24:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,800,800,0,2,24,3
1935,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Bela Cruz,12166,11401,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2022/2,Ampla Concorrência,F,Regular,E,Não Retida,2019-12-04,2800,2800,0,8,20,2
1944,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-06-04,2017-11-16,2018-12-27 13:40:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1480,1480,0,4,24,3
1949,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-01-25,2015-05-12,2015-12-29 08:27:00,2015-01-01,2015-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2015,1,20151,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Não Retida,2015-12-29,1480,1480,0,4,25,1
1950,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7275,111022,2017-11-16,2017-05-22,2017-08-09 14:40:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,E,Retida,2017-08-09,160,160,0,2,29,2
1954,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2019-05-22,2018-11-26,2018-12-27 13:40:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2018/2,Não possui,M,Educação Profissional,E,Não Retida,2018-12-27,800,800,0,2,22,2
1960,Evadidos,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Bela Cruz,7334,11401,2019-10-31,2019-05-22,2019-06-14 13:04:00,2016-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2016,7,20191,2019/2,"L5 Esc Publica, Indep. Renda",F,Regular,E,Não Retida,2019-06-14,3200,3200,0,8,24,7
1961,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-01-25,2015-05-12,2016-02-24 16:06:00,2015-01-01,2015-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2015,1,20151,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2016-02-24,1480,1480,0,4,23,2
1962,Evadidos,Acaraú,Fora do prazo,20152,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2018-11-26,2018-06-04,2018-06-25 19:26:00,2015-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2015,7,20181,2017/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Retida,2018-06-25,1240,1240,0,4,28,6
1966,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-12-07 10:27:00,2016-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,5,20181,2017/2,"L5 Esc Publica, Indep. Renda",M,Educação Profissional,E,Retida,2018-12-07,1240,1240,0,4,24,5
1972,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-12-13 15:39:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,M,Regular,E,Não Retida,2016-12-13,160,160,0,2,35,1
1974,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Jijoca de Jericoacoara,4017,11400,2015-05-12,2016-01-25,2016-02-17 14:34:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,1,20152,2018/2,Ampla Concorrência,M,Regular,E,Não Retida,2016-02-17,2960,2960,0,8,24,2
1975,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Itarema,7334,11401,2018-06-04,2017-11-16,2018-12-27 13:40:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2021/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,3200,3200,0,8,22,3
1976,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2019-05-22,2018-11-26,2019-12-04 12:24:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,1480,1480,0,4,22,3
1978,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2019-05-22,2018-11-26,2018-12-04 13:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-04,800,800,0,2,21,1
1981,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,23,2
1984,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-11-26,2018-06-04,2018-06-12 13:28:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,P,Não Retida,2018-06-12,1480,1480,0,4,30,1
1987,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Cruz,7083,11204,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,"L5 Esc Publica, Indep. Renda",M,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,23,2
1988,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20191,2022/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2019-05-29,2960,2960,0,8,20,1
1994,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,20,2
1996,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Bela Cruz,7334,11401,2018-06-04,2017-11-16,2018-12-27 13:40:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2021/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,3200,3200,0,8,21,3
1998,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2017-05-15,2016-11-16,2017-05-12 15:17:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,1240,1240,0,4,22,2
2004,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-06-22,2016-01-25,2016-05-02 13:07:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2015,1,20152,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Não Retida,2016-05-02,1480,1480,0,4,23,2
2010,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20191,2022/2,"L5 Esc Publica, Indep. Renda",M,Regular,E,Não Retida,2019-05-29,2960,2960,0,8,21,1
2011,Evadidos,Acaraú,Dentro do prazo,20152,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2017-11-16,2017-05-15,2017-06-22 14:31:00,2015-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2015,5,20171,2019/1,Ampla Concorrência,M,Regular,E,Não Retida,2017-06-22,2960,2960,0,8,28,4
2012,Evadidos,Acaraú,Fora do prazo,20171,Fic,Básico,Regular,Acaraú,7274,111021,2017-11-16,2017-05-22,2018-06-19 16:30:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2017,1,20171,2017/2,Não possui,F,Regular,E,Não Retida,2018-06-19,160,160,0,2,24,3
2013,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2018-11-26,2018-06-04,2018-12-07 10:27:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2017,3,20181,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-07,1080,1080,0,4,28,2
2022,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,800,800,0,2,22,2
2030,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,23,3
2039,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,"L1 Esc Publica, Renda<1.5sm",M,Educação Profissional,E,Não Retida,2019-06-14,1480,1480,0,4,20,2
2044,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Bela Cruz,7334,11401,2017-11-16,2017-05-15,2018-03-09 10:57:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,Ampla Concorrência,M,Regular,E,Não Retida,2018-03-09,3200,3200,0,8,21,2
2050,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,"L6 Esc Publica, Indep. Renda, Raca",F,Regular,E,Não Retida,2018-12-27,2960,2960,0,8,20,2
2051,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,Ampla Concorrência,M,Educação Profissional,M,Não Retida,2017-06-22,1080,1080,0,4,25,2
2053,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2019-10-31,2019-05-22,2019-12-04 12:24:00,2019-01-01,2019-01-01,CE,Jovem (<= 19 anos),Parda,15 a 19 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2019-12-04,1320,1320,0,4,19,2
2057,Evadidos,Acaraú,Dentro do prazo,20152,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2015-05-12,2016-01-25,2016-06-06 18:24:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2015,1,20152,2019/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-06-06,2960,2960,0,8,24,1
2058,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2019-05-22,2018-11-26,2018-12-04 13:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,40 a 44 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,M,Educação Profissional,M,Não Retida,2018-12-04,1480,1480,0,4,41,1
2067,Evadidos,Acaraú,Fora do prazo,20171,Fic,Básico,Regular,Acaraú,7275,111022,2017-11-16,2017-05-22,2019-02-27 19:37:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2017,1,20171,2017/2,Não possui,F,Regular,E,Não Retida,2019-02-27,160,160,0,2,26,3
