indice,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
1,Evadidos,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2016-06-22,2016-01-25,2016-02-26 11:13:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Amarela,25 a 29 anos,Seleção Técnico,Subsequente,2015,1,20152,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2016-02-26,1240,1240,0,4,28,2
4,Evadidos,Acaraú,Dentro do prazo,20152,Licenciatura,Graduação,Regular,Acaraú,4496,11401,2016-11-16,2016-06-22,2016-12-01 13:35:00,2015-01-07,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,3,20161,2019/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,M,Não Retida,2016-12-01,2940,2860,80,8,23,2
12,Evadidos,Acaraú,Dentro do prazo,20152,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2018-12-27 13:40:00,2015-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Sisu,Licenciatura,2015,7,20182,2019/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,2960,2960,0,8,35,7
21,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-07-11 00:00:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,M,Regular,E,Não Retida,2016-07-11,160,160,0,2,33,1
23,Evadidos,Acaraú,Dentro do prazo,20182,Fic,Básico,Regular,Acaraú,7274,111021,2019-05-22,2018-11-26,2018-11-20 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,F,Regular,E,Não Retida,2018-11-20,160,160,0,2,20,1
25,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,23,2
31,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Marco,7334,11401,2018-06-04,2017-11-16,2018-12-07 11:05:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2017,1,20172,2021/1,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-07,2800,2800,0,8,26,2
33,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2019-10-31,2019-05-22,2019-05-29 10:19:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20191,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-29,800,800,0,2,23,1
34,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2017-05-15,2016-11-16,2016-12-01 18:28:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2016-12-01,1480,1480,0,4,22,2
35,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2017-05-12 15:27:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,23,2
36,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Cruz,7334,11401,2018-11-26,2018-06-04,2018-06-12 13:28:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,"L6 Esc Publica, Indep. Renda, Raca",F,Regular,E,Não Retida,2018-06-12,3200,3200,0,8,21,1
38,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2019-10-31,2019-05-22,2019-06-14 13:03:00,2016-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20191,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2019-06-14,800,800,0,2,22,6
40,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-05-15,2016-11-16,2017-05-12 15:41:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,"L1 Esc Publica, Renda<1.5sm",F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,22,2
42,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Cruz,4017,11400,2019-10-31,2019-05-22,2019-06-14 13:04:00,2017-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2017,5,20191,2020/2,Ampla Concorrência,F,Regular,P,Não Retida,2019-06-14,2960,2960,0,8,27,5
47,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Itarema,4017,11400,2016-11-16,2016-06-22,2016-12-01 14:01:00,2015-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2015,3,20161,2018/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2016-12-01,2960,2960,0,8,23,3
54,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2017-11-16,2017-05-15,2018-05-24 13:13:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2018-05-24,2960,2960,0,8,21,3
66,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Bela Cruz,4017,11400,2017-11-16,2017-05-15,2019-12-04 12:24:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-12-04,2960,2960,0,8,22,6
67,Evadidos,Acaraú,Dentro do prazo,20182,Fic,Básico,Regular,Itarema,7274,111021,2019-05-22,2018-11-26,2018-11-19 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,M,Regular,E,Não Retida,2018-11-19,160,160,0,2,26,1
70,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-12-29,1480,1480,0,4,22,2
74,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Bela Cruz,7334,11401,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2018-12-27,3200,3200,0,8,20,2
77,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,9884,11205,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,1240,1240,0,4,37,2
80,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2019-05-22,2018-11-26,2018-12-27 13:40:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Indígena,25 a 29 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Não Retida,2018-12-27,1240,1240,0,4,28,2
81,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7274,111021,2017-11-16,2017-05-22,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,E,Retida,2017-06-22,160,160,0,2,28,2
82,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Jijoca de Jericoacoara,7275,111022,2017-11-16,2017-05-22,2017-08-09 14:40:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,E,Retida,2017-08-09,160,160,0,2,26,2
95,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-06-14 13:04:00,2018-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Diplomado,Licenciatura,2018,3,20191,2022/1,Não possui,M,Regular,F,Não Retida,2019-06-14,2960,2960,0,8,26,2
97,Evadidos,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-06-04,2017-11-16,2018-12-27 13:40:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-27,800,800,0,2,25,3
99,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2016-11-16,2016-06-22,2017-05-12 15:16:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,1240,1240,0,4,22,2
111,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2017-12-29,3200,3200,0,8,21,2
113,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Bela Cruz,6427,11201,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-07,1080,1080,0,4,21,2
115,Evadidos,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,800,800,0,2,20,2
118,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-06-14,1480,1480,0,4,21,2
121,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Bela Cruz,12166,11401,2019-05-22,2018-11-26,2019-02-25 11:12:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2019-02-25,3440,3200,240,8,20,1
124,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Marco,7274,111021,2017-11-16,2017-05-22,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,E,Retida,2017-06-22,160,160,0,2,28,2
125,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7276,111023,2016-11-23,2016-07-11,2017-01-13 10:28:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2017-01-13,160,160,0,2,31,1
131,Evadidos,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2018-06-04,2017-11-16,2018-12-27 13:40:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-27,800,800,0,2,24,3
134,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1240,1240,0,4,23,2
138,Evadidos,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Marco,4017,11400,2020-04-27,2019-10-31,2019-11-07 17:24:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2023/1,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2019-11-07,2960,2960,0,8,21,1
142,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,1480,1480,0,4,20,2
148,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Jijoca de Jericoacoara,4928,11202,2018-11-26,2018-06-04,2018-12-07 10:27:00,2017-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2017,3,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-07,1480,1480,0,4,22,3
153,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,9894,11205,2018-11-26,2018-06-04,2018-06-12 13:28:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-06-12,1320,1320,0,4,31,1
154,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2017-11-16,2017-05-15,2017-06-22 14:31:00,2015-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2015,5,20171,2018/2,"L1 Esc Publica, Renda<1.5sm",F,Regular,E,Não Retida,2017-06-22,2960,2960,0,8,23,5
155,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2018-06-04,2017-11-16,2017-12-29 11:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2017/2,Ampla Concorrência,F,Educação Profissional,M,Não Retida,2017-12-29,800,800,0,2,23,2
159,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-05-22,2018-11-26,2018-12-27 13:40:00,2016-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,5,20182,2018/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2018-12-27,1080,1080,0,4,25,5
161,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2017-05-12 15:26:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,23,2
167,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1240,1240,0,4,24,2
169,Evadidos,Acaraú,Fora do prazo,20171,Fic,Básico,Regular,Acaraú,7275,111022,2019-11-04,2019-05-22,2019-06-14 13:04:00,2017-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Seleção Extensão,Fic,2017,5,20191,2017/2,Não possui,M,Regular,E,Retida,2019-06-14,160,160,0,2,35,5
171,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,30,2
174,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-05-15,2016-11-16,2017-05-12 15:17:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,1480,1480,0,4,25,2
175,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2016-11-16,2016-06-22,2019-12-04 12:29:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-12-04,1080,1080,0,4,31,8
181,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-05-15,2016-11-16,2017-05-12 15:20:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,1480,1480,0,4,23,2
182,Evadidos,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2017-06-22,800,800,0,2,23,2
183,Evadidos,Acaraú,Fora do prazo,20151,Subsequente,Técnico,Educação Profissional,Bela Cruz,4928,11202,2020-04-27,2019-10-31,2019-12-04 12:29:00,2015-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2015,9,20192,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Retida,2019-12-04,1480,1480,0,4,24,10
196,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2017-05-15,2016-11-16,2016-11-29 14:05:00,2015-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2015,3,20162,2018/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2016-11-29,2960,2960,0,8,23,4
202,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1480,1480,0,4,23,3
206,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2017-05-15,2016-11-16,2017-05-12 15:13:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,1240,1240,0,4,25,2
209,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-05-15,2016-11-16,2017-05-12 15:34:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,1080,1080,0,4,23,2
219,Evadidos,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,9884,11205,2019-10-31,2019-05-22,2019-06-14 13:04:00,2017-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,5,20191,2019/1,Ampla Concorrência,F,Educação Profissional,F,Retida,2019-06-14,1240,1240,0,4,26,4
220,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Cruz,4017,11400,2017-11-16,2017-05-15,2017-05-25 14:11:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2017-05-25,2960,2960,0,8,21,1
224,Evadidos,Acaraú,Fora do prazo,20171,Fic,Básico,Regular,Acaraú,7276,111023,2017-11-16,2017-05-22,2018-06-19 16:47:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Extensão,Fic,2017,1,20171,2017/2,Ampla Concorrência,F,Regular,E,Não Retida,2018-06-19,160,160,0,2,21,3
228,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-11-26,2018-06-04,2018-11-08 17:10:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,3,20181,2021/1,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2018-11-08,2960,2960,0,8,22,2
230,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,1240,1240,0,4,22,2
231,Evadidos,Acaraú,Dentro do prazo,20162,Licenciatura,Graduação,Regular,Itarema,4017,11400,2017-05-15,2016-11-16,2016-12-07 15:06:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2016,1,20162,2020/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-12-07,2960,2960,0,8,27,1
235,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,800,800,0,2,20,2
236,Evadidos,Acaraú,Fora do prazo,20171,Fic,Básico,Regular,Acaraú,7274,111021,2018-11-26,2018-06-12,2018-06-19 16:30:00,2017-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Preta,35 a 39 anos,Seleção Extensão,Fic,2017,3,20181,2017/2,Não possui,M,Regular,E,Retida,2018-06-19,160,160,0,2,35,3
238,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2018-06-04,2017-11-16,2017-12-29 11:07:00,2016-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20172,2018/1,"L6 Esc Publica, Indep. Renda, Raca",M,Educação Profissional,E,Não Retida,2017-12-29,1080,1080,0,4,29,3
241,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2019-05-22,2018-11-26,2018-12-27 13:35:00,2016-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,5,20182,2017/2,"L6 Esc Publica, Indep. Renda, Raca",M,Educação Profissional,E,Retida,2018-12-27,1240,1240,0,4,23,6
242,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,P,Não Retida,2019-06-14,1080,1080,0,4,24,2
