indice,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
6,Em Curso,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Itarema,12166,11401,2020-04-27,2019-10-31,2019-08-28 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2023/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2019-08-28,2800,2800,0,8,20,1
8,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Marco,4017,11400,2019-05-22,2018-11-26,2019-10-02 13:41:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-10-02,2960,2960,0,8,21,4
9,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2020-04-27,2019-10-31,2019-06-07 21:16:00,2017-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Branca,35 a 39 anos,Sisu,Licenciatura,2017,5,20192,2021/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-06-07,3200,3200,0,8,36,6
10,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Itarema,4017,11400,2018-11-26,2018-06-04,2019-08-22 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Sisu,Licenciatura,2018,1,20181,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-08-22,2960,2960,0,8,35,4
15,Em Curso,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Cruz,4017,11400,2020-04-27,2019-10-31,2019-09-05 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2023/1,Ampla Concorrência,M,Regular,E,Não Retida,2019-09-05,2960,2960,0,8,21,1
20,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,22,6
24,Em Curso,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Acaraú,12166,11401,2020-04-27,2019-10-31,2019-11-20 15:47:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Sisu,Licenciatura,2019,1,20192,2023/1,Ampla Concorrência,M,Regular,P,Não Retida,2019-11-20,2800,2800,0,8,31,2
28,Em Curso,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Jijoca de Jericoacoara,4017,11400,2020-04-27,2019-10-31,2019-05-03 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2022/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-05-03,2960,2960,0,8,20,2
30,Em Curso,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Marco,7334,11401,2019-10-31,2019-05-22,2019-03-11 00:00:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20191,2022/2,"L1 Esc Publica, Renda<1.5sm",F,Regular,E,Não Retida,2019-03-11,2800,2800,0,8,20,2
32,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2018-11-19 00:00:00,2018-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,3,20191,2021/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,21,4
39,Em Curso,Acaraú,Dentro do prazo,20192,Subsequente,Técnico,Educação Profissional,Acaraú,9884,11205,2020-04-27,2019-10-31,2019-10-29 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2021/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-10-29,1240,1240,0,4,22,1
44,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2020-04-27,2019-10-31,2019-08-05 16:18:00,2017-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,5,20192,2021/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-08-05,3200,3200,0,8,23,6
49,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Itarema,7334,11401,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L1 Esc Publica, Renda<1.5sm",M,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,23,6
52,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Itarema,7334,11401,2018-06-04,2017-11-16,2018-11-19 00:00:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2021/1,"L5 Esc Publica, Indep. Renda",F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,23,5
56,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7275,111022,2020-04-08,2019-11-04,2019-11-11 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,F,Regular,E,Não Retida,2019-11-11,160,160,0,2,23,1
83,Em Curso,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-05-22,2018-11-26,2019-08-22 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2019-08-22,1080,1080,0,4,21,3
87,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7275,111022,2020-04-08,2019-11-04,2019-11-11 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,F,Regular,E,Não Retida,2019-11-11,160,160,0,2,28,1
88,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,12166,11401,2019-05-22,2018-11-26,2018-10-17 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-10-17,3440,3200,240,8,20,3
89,Em Curso,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2020-04-27,2019-10-31,2018-11-19 00:00:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2016,7,20192,2019/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,23,8
92,Em Curso,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,9884,11205,2019-05-22,2018-11-26,2018-10-29 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-10-29,1240,1240,0,4,23,3
93,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7275,111022,2020-04-08,2019-11-04,2019-11-11 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,F,Regular,E,Não Retida,2019-11-11,160,160,0,2,28,1
96,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,12166,11401,2019-05-22,2018-11-26,2018-10-18 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-10-18,3440,3200,240,8,20,3
101,Em Curso,Acaraú,Dentro do prazo,20192,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2020-04-27,2019-10-31,2019-09-20 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-09-20,800,800,0,2,20,1
108,Em Curso,Acaraú,Dentro do prazo,20162,Licenciatura,Graduação,Regular,Cruz,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2016-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2016,7,20192,2020/1,Não possui,F,Regular,E,Não Retida,2018-11-19,2800,2800,0,8,22,7
109,Em Curso,Acaraú,Dentro do prazo,20192,Subsequente,Técnico,Educação Profissional,Bela Cruz,4928,11202,2020-04-27,2019-10-31,2019-09-27 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2021/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-09-27,1480,1480,0,4,22,1
110,Em Curso,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-05-22,2018-11-26,2018-12-10 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-10,1080,1080,0,4,20,3
117,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Bela Cruz,4017,11400,2020-04-27,2019-10-31,2018-11-19 00:00:00,2017-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,5,20192,2021/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,20,5
120,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Paraipaba,4017,11400,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,20,6
133,Em Curso,Acaraú,Dentro do prazo,20192,Subsequente,Técnico,Educação Profissional,Fortaleza,6427,11201,2020-04-27,2019-10-31,2019-09-20 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,25 a 29 anos,Seleção Técnico,Subsequente,2019,1,20192,2021/1,Ampla Concorrência,F,Educação Profissional,P,Não Retida,2019-09-20,1080,1080,0,4,25,1
139,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7275,111022,2020-04-08,2019-11-04,2019-11-11 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,F,Regular,E,Não Retida,2019-11-11,160,160,0,2,23,1
151,Em Curso,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Morrinhos,12166,11401,2020-04-27,2019-10-31,2019-08-26 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2023/1,Ampla Concorrência,F,Regular,E,Não Retida,2019-08-26,2800,2800,0,8,20,1
156,Em Curso,Acaraú,Dentro do prazo,20181,Especialização,Pós-graduação,Regular,Cruz,6991,11700,2019-09-14,2018-08-24,2018-08-14 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Pós-graduação,Especialização,2018,1,20181,2018/1,Não possui,F,Regular,F,Não Retida,2018-08-14,360,360,0,1,27,1
162,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Cruz,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2018-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,3,20192,2021/2,"L1 Esc Publica, Renda<1.5sm",M,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,22,4
164,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7274,111021,2020-04-08,2019-11-04,2019-10-16 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,M,Regular,E,Não Retida,2019-10-16,160,160,0,2,29,1
172,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Itarema,4017,11400,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,23,4
173,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,12166,11401,2019-05-22,2018-11-26,2018-10-19 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-10-19,3440,3200,240,8,21,3
177,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,21,4
180,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-19,2960,2960,0,8,24,6
187,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2019-10-31,2019-05-22,2019-04-26 00:00:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20191,2020/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-04-26,1240,1240,0,4,20,2
193,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Marco,4017,11400,2018-11-26,2018-06-04,2020-01-30 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2020-01-30,2960,2960,0,8,21,5
194,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2020-04-27,2019-10-31,2019-04-26 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-04-26,1240,1240,0,4,24,2
204,Em Curso,Acaraú,Dentro do prazo,20191,Fic,Básico,Regular,Itarema,4508,111003,2020-03-25,2019-09-04,2019-09-11 00:00:00,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Seleção Extensão,Fic,2019,1,20191,2019/1,Não possui,F,Regular,E,Não Retida,2019-09-11,160,160,0,1,37,1
205,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2018-11-21 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-21,2960,2960,0,8,20,3
210,Em Curso,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Bela Cruz,4017,11400,2020-04-27,2019-10-31,2019-05-03 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2019,1,20192,2022/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2019-05-03,2960,2960,0,8,20,2
214,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2020-04-27,2019-10-31,2019-04-29 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,M,Educação Profissional,P,Não Retida,2019-04-29,1240,1240,0,4,20,2
218,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Itarema,5158,11200,2020-04-27,2019-10-31,2020-01-28 18:12:00,2019-01-01,2019-01-07,CE,Jovem (<= 19 anos),Preta,15 a 19 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2020-01-28,1240,1240,0,4,19,3
225,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2017-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2017,5,20192,2021/1,"L1 Esc Publica, Renda<1.5sm",F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,22,5
232,Em Curso,Acaraú,Dentro do prazo,20162,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2016-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2016,7,20192,2020/1,Não possui,F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,26,7
233,Em Curso,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,23,4
237,Em Curso,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,"L5 Esc Publica, Indep. Renda",M,Educação Profissional,E,Não Retida,2018-11-19,1240,1240,0,4,21,4
240,Em Curso,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,9884,11205,2020-04-27,2019-10-31,2018-10-26 00:00:00,2018-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2018,3,20192,2020/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-10-26,1240,1240,0,4,24,3
244,Em Curso,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2018-10-19 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-10-19,2960,2960,0,8,20,3
247,Em Curso,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2016,7,20192,2019/2,Ampla Concorrência,M,Regular,E,Não Retida,2018-11-19,2800,2800,0,8,24,8
264,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2020-04-27,2019-10-31,2019-04-30 00:00:00,2019-01-01,2019-01-07,CE,Jovem (<= 19 anos),Preta,15 a 19 anos,Seleção Técnico,Subsequente,2019,1,20192,2019/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Educação Profissional,E,Não Retida,2019-04-30,800,800,0,2,18,2
266,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2020-04-27,2019-10-31,2019-04-30 00:00:00,2019-01-01,2019-01-07,CE,Jovem (<= 19 anos),Parda,15 a 19 anos,Seleção Técnico,Subsequente,2019,1,20192,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-04-30,800,800,0,2,19,2
269,Em Curso,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2019-05-22,2018-11-26,2018-11-28 00:00:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2020/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-11-28,1080,1080,0,4,20,3
271,Em Curso,Acaraú,Dentro do prazo,20192,Fic,Básico,Regular,Acaraú,7274,111021,2020-04-08,2019-11-04,2019-10-16 00:00:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,50 a 54 anos,Seleção Extensão,Fic,2019,1,20192,2020/1,Não possui,F,Regular,P,Não Retida,2019-10-16,160,160,0,2,53,1
273,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2020-04-27,2019-10-31,2019-04-30 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2019,1,20192,2020/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-04-30,1480,1480,0,4,27,2
284,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,39,6
287,Em Curso,Acaraú,Dentro do prazo,20161,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2020-04-27,2019-10-31,2019-05-23 00:00:00,2016-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Sisu,Licenciatura,2016,7,20192,2019/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-05-23,2960,2960,0,8,23,8
288,Em Curso,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,9894,11205,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,45 a 49 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-11-19,1320,1320,0,4,46,4
289,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2019-10-31,2019-05-22,2019-04-26 00:00:00,2019-01-01,2019-01-01,CE,Jovem (<= 19 anos),Parda,15 a 19 anos,Seleção Técnico,Subsequente,2019,1,20191,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-04-26,800,800,0,2,19,2
303,Em Curso,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2020-04-27,2019-10-31,2019-05-03 00:00:00,2019-01-01,2019-01-07,CE,Jovem (<= 19 anos),Branca,15 a 19 anos,Sisu,Licenciatura,2019,1,20192,2022/2,Ampla Concorrência,M,Regular,E,Não Retida,2019-05-03,2960,2960,0,8,19,2
307,Em Curso,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Itarema,7334,11401,2017-11-16,2017-05-15,2018-11-19 00:00:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,22,6
313,Em Curso,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2020-04-27,2019-10-31,2019-05-02 00:00:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2019,1,20192,2019/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-02,800,800,0,2,20,2
323,Em Curso,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Bela Cruz,4928,11202,2018-11-26,2018-06-04,2018-11-19 00:00:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,"L13 Esc Publica, Indep. Renda, Def",M,Educação Profissional,E,Não Retida,2018-11-19,1480,1480,0,4,22,4
324,Em Curso,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Itarema,7334,11401,2020-04-27,2019-10-31,2018-11-19 00:00:00,2017-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Sisu,Licenciatura,2017,5,20192,2021/1,Ampla Concorrência,F,Regular,E,Não Retida,2018-11-19,3200,3200,0,8,22,5
