,Num Seq deste Período Letivo,Periodos Cursados,Data Última Alteração Matrícula,Nível de Ensino,Previsão de Término (Letivo),Tipo_Escola_Origem,Fluxo Escolar - Label,Dt Ref Início Matrícula,Idade (Hoje),Matrícula retida?,Cód. da Matriz,Etnia,Periodo Letivo (Num),Última Alteração de Situação,CH. Disc. Obrigatórias,Dt Ref Início Período Letivo,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Modalidade do Curso,Estado Aluno,Cód. do Curso,Data Início Período,Forma de Ingresso,Faixa Etária,Sexo,Data Final Período,Ingressantes em (Período Letivo),Duracao curso,CH. Disc. Optativas,Tipo de Modalidade,Tipo de Modalidade (grupo),Estrutura Etária,CH,Campus (Nome),É matrícula retida neste período letivo?,Cidade Aluno
2266,1,1,2016-07-12 00:00:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,24,Dentro do prazo,7275,Parda,20161,2016-07-12 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111022,2016-07-11 00:00:00,Seleção Extensão,20 a 24 anos,M,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2267,1,1,2017-01-12 15:04:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,28,Dentro do prazo,7274,Não dispõe da informação,20161,2017-01-12 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2268,3,2,2019-05-27 00:00:00,Básico,2019/1,E,Evadidos,2018-01-07 00:00:00,26,Fora do prazo,7274,Branca,20191,2019-05-27 00:00:00,160,2019-01-01 00:00:00,Fic,2018,Fic,CE,111021,2019-05-22 00:00:00,Seleção Extensão,25 a 29 anos,F,2019-11-04 00:00:00,20182,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Retida,Acaraú
2272,3,2,2019-06-14 13:04:00,Técnico,2020/1,F,Evadidos,2018-01-07 00:00:00,29,Dentro do prazo,5158,Branca,20191,2019-06-14 00:00:00,1240,2019-01-01 00:00:00,Subsequente,2018,Subsequente,CE,11200,2019-05-22 00:00:00,Seleção Técnico,25 a 29 anos,M,2019-10-31 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Itarema
2273,1,4,2019-12-04 12:24:00,Técnico,2019/2,E,Evadidos,2018-01-01 00:00:00,25,Dentro do prazo,9894,Parda,20181,2019-12-04 00:00:00,1320,2018-01-01 00:00:00,Subsequente,2018,Subsequente,CE,11205,2018-06-04 00:00:00,Seleção Técnico,25 a 29 anos,F,2018-11-26 00:00:00,20181,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1320,Acaraú,Não Retida,Acaraú
2274,3,2,2017-06-22 15:24:00,Básico,2017/1,E,Evadidos,2016-01-07 00:00:00,22,Fora do prazo,7274,Parda,20171,2017-06-22 00:00:00,160,2017-01-01 00:00:00,Fic,2016,Fic,CE,111021,2017-05-22 00:00:00,Seleção Extensão,20 a 24 anos,F,2017-11-16 00:00:00,20162,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Retida,Acaraú
2276,1,2,2019-06-14 13:04:00,Técnico,2019/1,E,Evadidos,2018-01-07 00:00:00,21,Fora do prazo,7083,Parda,20182,2019-06-14 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11204,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2282,1,2,2017-05-12 15:15:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,41,Dentro do prazo,5158,Não dispõe da informação,20162,2017-05-12 00:00:00,1240,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11200,2016-11-16 00:00:00,Seleção Técnico,40 a 44 anos,F,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2284,1,2,2019-06-14 13:04:00,Técnico,2020/1,E,Evadidos,2018-01-07 00:00:00,27,Dentro do prazo,5158,Parda,20182,2019-06-14 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11200,2018-11-26 00:00:00,Seleção Técnico,25 a 29 anos,F,2019-05-22 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2286,5,5,2017-12-29 11:07:00,Técnico,2016/1,E,Evadidos,2015-01-07 00:00:00,22,Fora do prazo,5929,Não dispõe da informação,20172,2017-12-29 00:00:00,800,2017-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20152,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
2293,1,3,2018-06-19 16:30:00,Básico,2017/2,E,Evadidos,2017-01-01 00:00:00,25,Fora do prazo,7274,Branca,20171,2018-06-19 00:00:00,160,2017-01-01 00:00:00,Fic,2017,Fic,CE,111021,2017-05-22 00:00:00,Seleção Extensão,25 a 29 anos,M,2017-11-16 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Itarema
2295,1,1,2017-11-10 15:28:00,Graduação,2021/1,E,Evadidos,2017-01-07 00:00:00,21,Dentro do prazo,7334,Não dispõe da informação,20172,2017-11-10 00:00:00,3200,2017-01-07 00:00:00,Licenciatura,2017,Licenciatura,CE,11401,2017-11-16 00:00:00,Sisu,20 a 24 anos,F,2018-06-04 00:00:00,20172,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Acaraú
2298,1,2,2018-12-27 13:40:00,Técnico,2018/2,E,Evadidos,2018-01-01 00:00:00,34,Dentro do prazo,7083,Branca,20182,2018-12-27 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11204,2018-11-26 00:00:00,Seleção Técnico,30 a 34 anos,F,2019-05-22 00:00:00,20181,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2299,3,3,2018-06-19 16:47:00,Básico,2017/2,E,Evadidos,2017-01-01 00:00:00,21,Fora do prazo,7276,Parda,20181,2018-06-19 00:00:00,160,2018-01-01 00:00:00,Fic,2017,Fic,CE,111023,2018-06-12 00:00:00,Seleção Extensão,20 a 24 anos,F,2018-11-26 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Retida,Bela Cruz
2300,5,6,2018-12-27 13:37:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,26,Fora do prazo,5158,Parda,20182,2018-12-27 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11200,2018-11-26 00:00:00,Diplomado,25 a 29 anos,F,2019-05-22 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Retida,Acaraú
2301,1,1,2015-12-29 08:27:00,Técnico,2016/2,E,Evadidos,2015-01-01 00:00:00,29,Dentro do prazo,4928,Não dispõe da informação,20151,2015-12-29 00:00:00,1480,2015-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11202,2015-05-12 00:00:00,Seleção Técnico,25 a 29 anos,M,2016-01-25 00:00:00,20151,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
2307,1,2,2019-06-14 13:04:00,Técnico,2020/1,E,Evadidos,2018-01-07 00:00:00,29,Dentro do prazo,5158,Parda,20182,2019-06-14 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11200,2018-11-26 00:00:00,Seleção Técnico,25 a 29 anos,F,2019-05-22 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2310,1,7,2018-06-25 19:26:00,Técnico,2016/2,E,Evadidos,2015-01-01 00:00:00,32,Fora do prazo,5158,Não dispõe da informação,20151,2018-06-25 00:00:00,1240,2015-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11200,2015-05-12 00:00:00,Seleção Técnico,30 a 34 anos,F,2016-01-25 00:00:00,20151,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2314,1,2,2017-12-29 10:07:00,Técnico,2018/2,E,Evadidos,2017-01-01 00:00:00,24,Dentro do prazo,4928,Não dispõe da informação,20172,2017-12-29 00:00:00,1480,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11202,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20171,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Itarema
2318,1,1,2016-06-06 18:24:00,Básico,2016/1,F,Evadidos,2015-01-07 00:00:00,26,Dentro do prazo,7274,Não dispõe da informação,20152,2016-06-06 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111021,2016-02-03 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2319,1,1,2018-12-04 13:00:00,Técnico,2019/1,E,Evadidos,2018-01-07 00:00:00,20,Dentro do prazo,5929,Parda,20182,2018-12-04 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11203,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,F,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2334,1,2,2017-12-29 10:07:00,Técnico,2018/2,E,Evadidos,2017-01-01 00:00:00,29,Dentro do prazo,4928,Não dispõe da informação,20171,2017-12-29 00:00:00,1480,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11202,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20171,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Itarema
2336,1,1,2019-05-29 10:19:00,Graduação,2022/2,M,Evadidos,2019-01-01 00:00:00,19,Dentro do prazo,7334,Parda,20191,2019-05-29 00:00:00,2800,2019-01-01 00:00:00,Licenciatura,2019,Licenciatura,CE,11401,2019-05-22 00:00:00,Sisu,15 a 19 anos,M,2019-10-31 00:00:00,20191,8,0,Regular,Regular,Jovem (<= 19 anos),2800,Acaraú,Não Retida,Morrinhos
2342,1,1,2017-01-12 14:59:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,25,Dentro do prazo,7274,Não dispõe da informação,20161,2017-01-12 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,25 a 29 anos,F,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2348,1,1,2016-12-07 15:06:00,Graduação,2020/1,E,Evadidos,2016-01-07 00:00:00,22,Dentro do prazo,7334,Parda,20162,2016-12-07 00:00:00,3200,2016-01-07 00:00:00,Licenciatura,2016,Licenciatura,CE,11401,2016-11-16 00:00:00,Sisu,20 a 24 anos,F,2017-05-15 00:00:00,20162,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Acaraú
2352,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,23,Dentro do prazo,5158,Parda,20172,2018-12-07 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11200,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2353,3,2,2019-06-14 13:04:00,Técnico,2020/1,F,Evadidos,2018-01-07 00:00:00,30,Dentro do prazo,4928,Branca,20191,2019-06-14 00:00:00,1480,2019-01-01 00:00:00,Subsequente,2018,Subsequente,CE,11202,2019-05-22 00:00:00,Seleção Técnico,30 a 34 anos,M,2019-10-31 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
2357,7,7,2018-12-07 10:27:00,Técnico,2015/2,E,Evadidos,2015-01-01 00:00:00,25,Fora do prazo,5929,Parda,20181,2018-12-07 00:00:00,800,2018-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11203,2018-06-04 00:00:00,Seleção Técnico,25 a 29 anos,M,2018-11-26 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
2359,3,3,2016-11-21 16:06:00,Técnico,2016/1,E,Evadidos,2015-01-07 00:00:00,29,Fora do prazo,5929,Parda,20162,2016-11-21 00:00:00,800,2016-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-11-16 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-05-15 00:00:00,20152,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Itarema
2361,1,2,2017-12-29 10:07:00,Técnico,2017/2,E,Evadidos,2017-01-01 00:00:00,21,Dentro do prazo,7083,Parda,20171,2017-12-29 00:00:00,800,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11204,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-11-16 00:00:00,20171,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2362,1,1,2016-03-22 17:23:00,Graduação,2019/1,E,Evadidos,2015-01-07 00:00:00,24,Dentro do prazo,4017,Branca,20152,2016-03-22 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Sisu,20 a 24 anos,M,2015-05-12 00:00:00,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Marco
2363,7,8,2020-02-13 16:07:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,35,Fora do prazo,6427,Parda,20192,2020-02-13 00:00:00,1080,2019-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11201,2019-10-31 00:00:00,Seleção Técnico,35 a 39 anos,M,2020-04-27 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Retida,Acaraú
2364,5,4,2017-06-22 15:24:00,Técnico,2017/1,E,Evadidos,2015-01-07 00:00:00,27,Fora do prazo,6427,Parda,20171,2017-06-22 00:00:00,1080,2017-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11201,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Retida,Acaraú
2369,1,1,2017-08-23 09:26:00,Graduação,2020/2,E,Evadidos,2017-01-01 00:00:00,21,Dentro do prazo,7334,Parda,20171,2017-08-23 00:00:00,3200,2017-01-01 00:00:00,Licenciatura,2017,Licenciatura,CE,11401,2017-05-15 00:00:00,Sisu,20 a 24 anos,F,2017-11-16 00:00:00,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Bela Cruz
2370,1,2,2017-05-12 15:26:00,Técnico,2016/2,E,Evadidos,2016-01-01 00:00:00,24,Dentro do prazo,7083,Parda,20162,2017-05-12 00:00:00,800,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-05-15 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2371,1,2,2019-05-23 09:30:00,Graduação,2022/1,E,Evadidos,2018-01-07 00:00:00,20,Dentro do prazo,4017,Parda,20182,2019-05-23 00:00:00,2960,2018-01-07 00:00:00,Licenciatura,2018,Licenciatura,CE,11400,2018-11-26 00:00:00,Sisu,20 a 24 anos,F,2019-05-22 00:00:00,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
2373,3,3,2017-06-22 15:24:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,30,Dentro do prazo,4928,Não dispõe da informação,20171,2017-06-22 00:00:00,1480,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11202,2017-05-15 00:00:00,Seleção Técnico,30 a 34 anos,M,2017-11-16 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Sobral
2378,1,1,2016-12-12 11:14:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,23,Dentro do prazo,7274,Parda,20161,2016-12-12 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111021,2016-07-11 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2381,3,3,2017-12-29 10:07:00,Graduação,2020/1,E,Evadidos,2016-01-07 00:00:00,36,Dentro do prazo,4017,Preta,20172,2017-12-29 00:00:00,2960,2017-01-07 00:00:00,Licenciatura,2016,Licenciatura,CE,11400,2017-11-16 00:00:00,Sisu,35 a 39 anos,M,2018-06-04 00:00:00,20162,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Itarema
2392,9,10,2019-12-04 12:24:00,Graduação,2018/2,F,Evadidos,2015-01-01 00:00:00,33,Fora do prazo,7334,Branca,20192,2019-12-04 00:00:00,3200,2019-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11401,2019-10-31 00:00:00,Sisu,30 a 34 anos,M,2020-04-27 00:00:00,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Retida,Acaraú
2395,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,24,Dentro do prazo,5158,Parda,20172,2018-12-07 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11200,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2396,1,1,2016-03-22 17:23:00,Graduação,2019/1,E,Evadidos,2015-01-07 00:00:00,33,Dentro do prazo,4017,Parda,20152,2016-03-22 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Sisu,30 a 34 anos,M,2015-05-12 00:00:00,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
2399,1,1,2016-04-05 18:39:00,Básico,2015/1,E,Evadidos,2015-01-01 00:00:00,22,Dentro do prazo,6362,Não dispõe da informação,20151,2016-04-05 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111020,2015-05-27 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
2401,1,1,2016-12-07 15:06:00,Graduação,2020/1,P,Evadidos,2016-01-07 00:00:00,29,Dentro do prazo,4017,Parda,20162,2016-12-07 00:00:00,2960,2016-01-07 00:00:00,Licenciatura,2016,Licenciatura,CE,11400,2016-11-16 00:00:00,Sisu,25 a 29 anos,M,2017-05-15 00:00:00,20162,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
2402,1,2,2018-12-27 13:40:00,Técnico,2019/2,F,Evadidos,2018-01-01 00:00:00,29,Dentro do prazo,9894,Preta,20182,2018-12-27 00:00:00,1320,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11205,2018-11-26 00:00:00,Seleção Técnico,25 a 29 anos,F,2019-05-22 00:00:00,20181,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1320,Acaraú,Não Retida,Acaraú
2404,5,6,2018-12-20 16:59:00,Graduação,2019/2,E,Evadidos,2016-01-01 00:00:00,22,Dentro do prazo,7334,Não dispõe da informação,20182,2018-12-20 00:00:00,3200,2018-01-07 00:00:00,Licenciatura,2016,Licenciatura,CE,11401,2018-11-26 00:00:00,Sisu,20 a 24 anos,F,2019-05-22 00:00:00,20161,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Acaraú
2408,1,5,2018-06-25 19:26:00,Técnico,2016/2,E,Evadidos,2016-01-01 00:00:00,27,Fora do prazo,7083,Parda,20161,2018-06-25 00:00:00,800,2016-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-06-22 00:00:00,Seleção Técnico,25 a 29 anos,F,2016-11-16 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2414,7,7,2019-06-14 13:04:00,Graduação,2019/2,E,Evadidos,2016-01-01 00:00:00,23,Dentro do prazo,7334,Parda,20191,2019-06-14 00:00:00,3200,2019-01-01 00:00:00,Licenciatura,2016,Licenciatura,CE,11401,2019-05-22 00:00:00,Sisu,20 a 24 anos,F,2019-10-31 00:00:00,20161,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Itarema
2415,1,3,2018-12-27 13:40:00,Técnico,2018/1,E,Evadidos,2017-01-07 00:00:00,22,Fora do prazo,7083,Branca,20172,2018-12-27 00:00:00,800,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11204,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-06-04 00:00:00,20172,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Itarema
2417,1,1,2016-06-06 18:24:00,Básico,2015/2,E,Evadidos,2015-01-07 00:00:00,21,Dentro do prazo,6352,Parda,20152,2016-06-06 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
2425,3,3,2018-12-07 11:04:00,Graduação,2020/2,E,Evadidos,2017-01-01 00:00:00,26,Dentro do prazo,7334,Parda,20181,2018-12-07 00:00:00,3200,2018-01-01 00:00:00,Licenciatura,2017,Licenciatura,CE,11401,2018-06-04 00:00:00,Sisu,25 a 29 anos,M,2018-11-26 00:00:00,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Acaraú
2426,3,2,2016-12-01 14:01:00,Técnico,2017/1,E,Evadidos,2015-01-07 00:00:00,21,Dentro do prazo,5158,Parda,20161,2016-12-01 00:00:00,1240,2016-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11200,2016-06-22 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-11-16 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2427,1,2,2017-12-29 10:07:00,Técnico,2018/2,E,Evadidos,2017-01-01 00:00:00,25,Dentro do prazo,4928,Não dispõe da informação,20171,2017-12-29 00:00:00,1480,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11202,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20171,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
2428,1,3,2018-06-06 14:53:00,Básico,2017/1,E,Evadidos,2016-01-07 00:00:00,34,Fora do prazo,7274,Não dispõe da informação,20162,2018-06-06 00:00:00,160,2016-01-07 00:00:00,Fic,2016,Fic,CE,111021,2016-11-23 00:00:00,Seleção Extensão,30 a 34 anos,F,2017-05-22 00:00:00,20162,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
2433,1,2,2016-02-26 11:13:00,Graduação,2018/2,E,Evadidos,2015-01-01 00:00:00,34,Dentro do prazo,4496,Parda,20152,2016-02-26 00:00:00,2860,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11401,2016-01-25 00:00:00,Diplomado,30 a 34 anos,F,2016-06-22 00:00:00,20151,8,80,Regular,Regular,Adulto (20 a 59 anos),2940,Acaraú,Não Retida,Itarema
2434,1,1,2016-07-08 13:17:00,Técnico,2016/2,E,Evadidos,2016-01-01 00:00:00,22,Dentro do prazo,7083,Não dispõe da informação,20161,2016-07-08 00:00:00,800,2016-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-06-22 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-11-16 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2438,1,2,2019-06-14 13:04:00,Graduação,2022/1,E,Evadidos,2018-01-07 00:00:00,22,Dentro do prazo,4017,Parda,20182,2019-06-14 00:00:00,2960,2018-01-07 00:00:00,Licenciatura,2018,Licenciatura,CE,11400,2018-11-26 00:00:00,Sisu,20 a 24 anos,M,2019-05-22 00:00:00,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
2439,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,25,Dentro do prazo,5158,Não dispõe da informação,20172,2018-12-07 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11200,2017-11-16 00:00:00,Seleção Técnico,25 a 29 anos,M,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
2440,1,1,2015-06-17 18:23:00,Graduação,2018/2,E,Evadidos,2015-01-01 00:00:00,23,Dentro do prazo,4496,Não dispõe da informação,20151,2015-06-17 00:00:00,2860,2015-01-01 00:00:00,Licenciatura,2015,Licenciatura,CE,11401,2015-05-12 00:00:00,Sisu,20 a 24 anos,F,2016-01-25 00:00:00,20151,8,80,Regular,Regular,Adulto (20 a 59 anos),2940,Acaraú,Não Retida,Cruz
2441,1,2,2018-12-27 13:40:00,Técnico,2018/2,E,Evadidos,2018-01-01 00:00:00,20,Dentro do prazo,5929,Parda,20181,2018-12-27 00:00:00,800,2018-01-01 00:00:00,Subsequente,2018,Subsequente,CE,11203,2018-06-04 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-11-26 00:00:00,20181,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
2442,1,2,2016-02-26 11:13:00,Graduação,2018/2,E,Evadidos,2015-01-01 00:00:00,28,Dentro do prazo,4017,Não dispõe da informação,20152,2016-02-26 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Sisu,25 a 29 anos,M,2015-05-12 00:00:00,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Cruz
